university,city,department,factor,reviewer_type,review_text,rating
Riphah International University,Islamabad,Civil,Management,Alumni,"University: Riphah International University, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Students report slow responses from some administrative offices during peak periods.",4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Biology,Campus,Faculty,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas.",3
Rawalpindi Medical University,Rawalpindi,Biology,Sports,Faculty,"University: Rawalpindi Medical University, City: Rawalpindi. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff. Based on informal surveys among peers, this is a recurring pattern.",3
COMSATS,Islamabad,Electrical Engineering,Resources,Alumni,"University: COMSATS, City: Islamabad. Resources: Recent investments improved library and database subscriptions. Lab booking logs and placement statistics reflect this trend.",4
Riphah International University,Islamabad,Medical,Sports,Alumni,"University: Riphah International University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",5
Foundation University Islamabad,Islamabad,Business,Labs,Undergraduate student,"University: Foundation University Islamabad, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions.",2
FAST-NUCES,Islamabad,Computer Science,Sports,Postgraduate student,"University: FAST-NUCES, City: Islamabad. Sports: Funding for competitive teams is limited and coaching is inconsistent. Focus groups highlighted these issues during exit interviews.",2
APCOMS,Rawalpindi,Economics,Sports,Postgraduate student,"University: APCOMS, City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Alumni feedback corroborates these points.",4
APCOMS,Rawalpindi,Physics,Management,Faculty,"University: APCOMS, City: Rawalpindi. Management: Grievance cells and student helplines exist to address issues. Students report slow responses from some administrative offices during peak periods. Lab booking logs and placement statistics reflect this trend.",3
NUML,Islamabad,Business,Hostels,Alumni,"University: NUML, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Shared bathrooms and load-shedding affect daily comfort in older hostels.",3
Air University,Islamabad,Electrical Engineering,Hostels,Postgraduate student,"University: Air University, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Shared bathrooms and load-shedding affect daily comfort in older hostels. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
Air University,Islamabad,Business,Labs,Faculty,"University: Air University, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Certain lab equipment is dated and booking is competitive, delaying final projects.",4
CUST,Islamabad,Business,Faculty,Staff,"University: CUST, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Riphah International University,Islamabad,Electrical Engineering,Management,Alumni,"University: Riphah International University, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Students report slow responses from some administrative offices during peak periods.",3
COMSATS,Islamabad,Physics,Overall,Postgraduate student,"University: COMSATS, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Electrical Engineering,Hostels,Postgraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels. Focus groups highlighted these issues during exit interviews.",1
NUST,Islamabad,Medical,Sports,Faculty,"University: NUST, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Facilities are small for growing interest, with limited coaching staff. Based on informal surveys among peers, this is a recurring pattern. More networking sessions would help.",3
Rawalpindi Medical University,Rawalpindi,Computer Science,Resources,Alumni,"University: Rawalpindi Medical University, City: Rawalpindi. Resources: Recent investments improved library and database subscriptions. Resource allocation can be uneven; some departments report outdated software or restricted hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern.",4
GIKI (commuter students),Rawalpindi,Electrical Engineering,Overall,Postgraduate student,"University: GIKI (commuter students), City: Rawalpindi. Overall: Overall positive academic environment with opportunities for research. A visible improvement over the past two years.",4
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Overall,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students.",4
COMSATS,Islamabad,Medical,Campus,Alumni,"University: COMSATS, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events.",4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Physics,Events,Postgraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality.",1
GIKI (commuter students),Rawalpindi,Physics,Sports,Staff,"University: GIKI (commuter students), City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Lab booking logs and placement statistics reflect this trend.",5
Air University,Islamabad,Physics,Labs,Postgraduate student,"University: Air University, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions.",2
APCOMS,Rawalpindi,Computer Science,Overall,Staff,"University: APCOMS, City: Rawalpindi. Overall: Strong programs in technical fields with good placement pipelines for top students.",5
Air University,Islamabad,Economics,Labs,Staff,"University: Air University, City: Islamabad. Labs: Lab schedules clash with other courses and maintenance downtimes are poorly communicated.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Labs,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Certain lab equipment is dated and booking is competitive, delaying final projects.",4
GIKI (commuter students),Rawalpindi,Medical,Events,Postgraduate student,"University: GIKI (commuter students), City: Rawalpindi. Events: Tech expos and speaker series bring industry professionals and recent research talks. Event funding fluctuates year-to-year causing some cancellations. Alumni feedback corroborates these points.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Mechanical Engineering,Events,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Events: Tech expos and speaker series bring industry professionals and recent research talks.",4
BNU - Beaconhouse National University,Islamabad,Electrical Engineering,Campus,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Accessibility gaps remain despite improvements in some areas. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
BNU - Beaconhouse National University,Islamabad,Civil,Sports,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Facilities are small for growing interest, with limited coaching staff.",3
CUST,Islamabad,Electrical Engineering,Hostels,Undergraduate student,"University: CUST, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Lab booking logs and placement statistics reflect this trend.",5
Quaid-i-Azam University,Islamabad,Electrical Engineering,Faculty,Staff,"University: Quaid-i-Azam University, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",5
NUST,Islamabad,Civil,Resources,Alumni,"University: NUST, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. In Civil, students reported strong project outcomes this year.",5
Rawalpindi Medical University,Rawalpindi,Civil,Faculty,Undergraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. This aligns with several student forum complaints from last semester. Based on informal surveys among peers, this is a recurring pattern.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Physics,Hostels,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents. Lab booking logs and placement statistics reflect this trend.",2
APCOMS,Rawalpindi,Electrical Engineering,Faculty,Postgraduate student,"University: APCOMS, City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",4
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Overall,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Overall: Placement support favours top students; average students find fewer opportunities. This aligns with several student forum complaints from last semester.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Mechanical Engineering,Resources,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. Focus groups highlighted these issues during exit interviews.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Physics,Sports,Undergraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Physics faculty recently collaborated with local industry on projects. Based on informal surveys among peers, this is a recurring pattern.",5
Air University,Islamabad,Civil,Hostels,Staff,"University: Air University, City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents.",2
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Computer Science,Hostels,Undergraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Focus groups highlighted these issues during exit interviews. Based on informal surveys among peers, this is a recurring pattern.",1
SZABIST Islamabad,Islamabad,Medical,Events,Staff,"University: SZABIST Islamabad, City: Islamabad. Events: Event funding fluctuates year-to-year causing some cancellations.",1
COMSATS,Islamabad,Business,Campus,Faculty,"University: COMSATS, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. In Business, students reported strong project outcomes this year.",5
NUML,Islamabad,Biology,Management,Postgraduate student,"University: NUML, City: Islamabad. Management: Grievance cells and student helplines exist to address issues.",5
GIKI (commuter students),Rawalpindi,Biology,Cafeteria,Staff,"University: GIKI (commuter students), City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Food hygiene and variety are sometimes a concern, especially during busy hours. Lab booking logs and placement statistics reflect this trend.",2
Air University,Islamabad,Computer Science,Faculty,Faculty,"University: Air University, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship.",4
Air University,Islamabad,Civil,Management,Staff,"University: Air University, City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear. Students report slow responses from some administrative offices during peak periods. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
COMSATS,Islamabad,Computer Science,Labs,Alumni,"University: COMSATS, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern.",3
Air University,Islamabad,Civil,Cafeteria,Staff,"University: Air University, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Long queues and limited seating during events are frequent complaints. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
NUST,Islamabad,Civil,Campus,Postgraduate student,"University: NUST, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Based on informal surveys among peers, this is a recurring pattern.",3
APCOMS,Rawalpindi,Civil,Faculty,Postgraduate student,"University: APCOMS, City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",4
Air University,Islamabad,Business,Management,Postgraduate student,"University: Air University, City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear. Elective approvals and administrative disputes can take several weeks to resolve. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern.",4
Foundation University Islamabad,Islamabad,Computer Science,Overall,Alumni,"University: Foundation University Islamabad, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students.",4
CUST,Islamabad,Economics,Cafeteria,Undergraduate student,"University: CUST, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. In Economics, students reported strong project outcomes this year. Hostel maintenance needs faster turnaround.",5
Riphah Rawalpindi Campus,Rawalpindi,Physics,Sports,Alumni,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Funding for competitive teams is limited and coaching is inconsistent.",3
GIKI (commuter students),Rawalpindi,Medical,Hostels,Alumni,"University: GIKI (commuter students), City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents.",4
Foundation University Islamabad,Islamabad,Civil,Sports,Postgraduate student,"University: Foundation University Islamabad, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Alumni feedback corroborates these points. More networking sessions would help.",5
BNU - Beaconhouse National University,Islamabad,Business,Campus,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks.",3
Air University,Islamabad,Economics,Campus,Postgraduate student,"University: Air University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Based on informal surveys among peers, this is a recurring pattern.",2
NUST,Islamabad,Computer Science,Resources,Staff,"University: NUST, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Resource allocation can be uneven; some departments report outdated software or restricted hours.",3
BNU - Beaconhouse National University,Islamabad,Medical,Sports,Alumni,"University: BNU - Beaconhouse National University, City: Islamabad. Sports: Funding for competitive teams is limited and coaching is inconsistent. This aligns with several student forum complaints from last semester.",2
Riphah International University,Islamabad,Computer Science,Campus,Postgraduate student,"University: Riphah International University, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
FAST-NUCES,Islamabad,Physics,Overall,Faculty,"University: FAST-NUCES, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",4
GIKI (commuter students),Rawalpindi,Biology,Cafeteria,Staff,"University: GIKI (commuter students), City: Rawalpindi. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Food hygiene and variety are sometimes a concern, especially during busy hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern.",3
COMSATS,Islamabad,Medical,Overall,Alumni,"University: COMSATS, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Placement support favours top students; average students find fewer opportunities. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
SZABIST Islamabad,Islamabad,Computer Science,Resources,Staff,"University: SZABIST Islamabad, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews.",4
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Physics,Hostels,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Hostels: Newer hostels have good amenities and 24/7 security. Shared bathrooms and load-shedding affect daily comfort in older hostels.",3
NUST,Islamabad,Medical,Hostels,Staff,"University: NUST, City: Islamabad. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels.",2
Riphah Rawalpindi Campus,Rawalpindi,Business,Campus,Alumni,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Campus: Recent renovations provided improved study pods and accessibility features. Based on informal surveys among peers, this is a recurring pattern.",4
Riphah International University,Islamabad,Medical,Hostels,Postgraduate student,"University: Riphah International University, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents.",2
Air University,Islamabad,Computer Science,Management,Undergraduate student,"University: Air University, City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear. Alumni feedback corroborates these points.",5
FAST-NUCES,Islamabad,Business,Cafeteria,Staff,"University: FAST-NUCES, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Alumni feedback corroborates these points.",4
Rawalpindi Medical University,Rawalpindi,Business,Cafeteria,Postgraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Cafeteria: Food hygiene and variety are sometimes a concern, especially during busy hours. Alumni feedback corroborates these points.",2
APCOMS,Rawalpindi,Computer Science,Resources,Postgraduate student,"University: APCOMS, City: Rawalpindi. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. This aligns with several student forum complaints from last semester.",3
Riphah International University,Islamabad,Electrical Engineering,Faculty,Undergraduate student,"University: Riphah International University, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Alumni feedback corroborates these points.",4
Air University,Islamabad,Physics,Events,Postgraduate student,"University: Air University, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Physics faculty recently collaborated with local industry on projects.",5
Riphah International University,Islamabad,Economics,Hostels,Faculty,"University: Riphah International University, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Alumni feedback corroborates these points. Hostel maintenance needs faster turnaround.",5
GIKI (commuter students),Rawalpindi,Business,Sports,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff. Alumni feedback corroborates these points.",4
Riphah Rawalpindi Campus,Rawalpindi,Economics,Overall,Staff,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Overall: Placement support favours top students; average students find fewer opportunities.",2
NUML,Islamabad,Civil,Labs,Alumni,"University: NUML, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Civil faculty recently collaborated with local industry on projects.",3
NUST,Islamabad,Economics,Overall,Postgraduate student,"University: NUST, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities. Based on informal surveys among peers, this is a recurring pattern.",4
Rawalpindi Medical University,Rawalpindi,Electrical Engineering,Faculty,Faculty,"University: Rawalpindi Medical University, City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Computer Science,Overall,Undergraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Alumni feedback corroborates these points.",5
Riphah International University,Islamabad,Economics,Management,Staff,"University: Riphah International University, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Elective approvals and administrative disputes can take several weeks to resolve.",4
NUML,Islamabad,Physics,Hostels,Postgraduate student,"University: NUML, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Strict curfews and slow maintenance responses frustrate many residents.",3
COMSATS,Islamabad,Biology,Labs,Alumni,"University: COMSATS, City: Islamabad. Labs: Certain lab equipment is dated and booking is competitive, delaying final projects. Lab booking logs and placement statistics reflect this trend.",1
Foundation University Islamabad,Islamabad,Business,Hostels,Postgraduate student,"University: Foundation University Islamabad, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. In Business, students reported strong project outcomes this year. Lab booking logs and placement statistics reflect this trend.",3
APCOMS,Rawalpindi,Mechanical Engineering,Cafeteria,Postgraduate student,"University: APCOMS, City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Mechanical Engineering faculty recently collaborated with local industry on projects.",5
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Biology,Faculty,Staff,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Based on informal surveys among peers, this is a recurring pattern.",1
APCOMS,Rawalpindi,Economics,Sports,Undergraduate student,"University: APCOMS, City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Several faculty members publish regularly.",5
FAST-NUCES,Islamabad,Mechanical Engineering,Campus,Alumni,"University: FAST-NUCES, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3
CUST,Islamabad,Computer Science,Labs,Alumni,"University: CUST, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
GIKI (commuter students),Rawalpindi,Civil,Events,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Events: Student societies run well-attended cultural and academic events. Logistics and scheduling conflicts sometimes reduce event quality. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
GIKI (commuter students),Rawalpindi,Physics,Campus,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas.",3
Air University,Islamabad,Physics,Resources,Undergraduate student,"University: Air University, City: Islamabad. Resources: Recent investments improved library and database subscriptions.",5
Riphah Rawalpindi Campus,Rawalpindi,Economics,Events,Staff,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Hostels,Alumni,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces.",2
Air University,Islamabad,Economics,Events,Staff,"University: Air University, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality.",1
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Economics,Hostels,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces.",5
Foundation University Islamabad,Islamabad,Business,Faculty,Faculty,"University: Foundation University Islamabad, City: Islamabad. Faculty: Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. This aligns with several student forum complaints from last semester. Alumni feedback corroborates these points.",1
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Biology,Events,Faculty,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Events: Logistics and scheduling conflicts sometimes reduce event quality. This aligns with several student forum complaints from last semester.",2
APCOMS,Rawalpindi,Civil,Cafeteria,Faculty,"University: APCOMS, City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Long queues and limited seating during events are frequent complaints.",4
GIKI (commuter students),Rawalpindi,Civil,Overall,Undergraduate student,"University: GIKI (commuter students), City: Rawalpindi. Overall: Strong programs in technical fields with good placement pipelines for top students. Placement support favours top students; average students find fewer opportunities. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
NUML,Islamabad,Business,Faculty,Faculty,"University: NUML, City: Islamabad. Faculty: Variation in faculty quality exists — adjuncts sometimes lack consistent feedback.",1
Foundation University Islamabad,Islamabad,Electrical Engineering,Faculty,Faculty,"University: Foundation University Islamabad, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Alumni feedback corroborates these points.",3
Quaid-i-Azam University,Islamabad,Computer Science,Events,Postgraduate student,"University: Quaid-i-Azam University, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Computer Science,Resources,Alumni,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Resources: Good access to online journals and lab licenses that support thesis work.",2
COMSATS,Islamabad,Electrical Engineering,Management,Postgraduate student,"University: COMSATS, City: Islamabad. Management: Students report slow responses from some administrative offices during peak periods. Based on informal surveys among peers, this is a recurring pattern.",1
Air University,Islamabad,Biology,Resources,Faculty,"University: Air University, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews. Alumni feedback corroborates these points.",3
Foundation University Islamabad,Islamabad,Biology,Events,Alumni,"University: Foundation University Islamabad, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks.",4
CUST,Islamabad,Economics,Labs,Undergraduate student,"University: CUST, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",5
CUST,Islamabad,Biology,Sports,Alumni,"University: CUST, City: Islamabad. Sports: Facilities are small for growing interest, with limited coaching staff. This aligns with several student forum complaints from last semester.",1
APCOMS,Rawalpindi,Business,Hostels,Undergraduate student,"University: APCOMS, City: Rawalpindi. Hostels: Strict curfews and slow maintenance responses frustrate many residents.",3
NUST,Islamabad,Economics,Events,Alumni,"University: NUST, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations.",2
Riphah Rawalpindi Campus,Rawalpindi,Civil,Campus,Undergraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Campus: Recent renovations provided improved study pods and accessibility features.",3
Quaid-i-Azam University,Islamabad,Physics,Management,Postgraduate student,"University: Quaid-i-Azam University, City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear. Students report slow responses from some administrative offices during peak periods. Alumni feedback corroborates these points.",2
NUML,Islamabad,Mechanical Engineering,Resources,Postgraduate student,"University: NUML, City: Islamabad. Resources: Recent investments improved library and database subscriptions. Access to paid journals is limited for certain programs, blocking literature reviews. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
GIKI (commuter students),Rawalpindi,Computer Science,Events,Undergraduate student,"University: GIKI (commuter students), City: Rawalpindi. Events: Tech expos and speaker series bring industry professionals and recent research talks. Event funding fluctuates year-to-year causing some cancellations. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
APCOMS,Rawalpindi,Electrical Engineering,Events,Undergraduate student,"University: APCOMS, City: Rawalpindi. Events: Tech expos and speaker series bring industry professionals and recent research talks. Event funding fluctuates year-to-year causing some cancellations.",4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Mechanical Engineering,Overall,Postgraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students.",5
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Campus,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features.",5
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Sports,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Funding for competitive teams is limited and coaching is inconsistent. Alumni feedback corroborates these points.",4
SZABIST Islamabad,Islamabad,Physics,Labs,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",2
Riphah Rawalpindi Campus,Rawalpindi,Business,Hostels,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Shared bathrooms and load-shedding affect daily comfort in older hostels. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Air University,Islamabad,Biology,Campus,Staff,"University: Air University, City: Islamabad. Campus: Older buildings need renovation and signage is insufficient between blocks. Lab booking logs and placement statistics reflect this trend.",2
Rawalpindi Medical University,Rawalpindi,Biology,Campus,Staff,"University: Rawalpindi Medical University, City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
BNU - Beaconhouse National University,Islamabad,Biology,Labs,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Certain lab equipment is dated and booking is competitive, delaying final projects. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
